Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
I love this exfoliant. I,I love this exfoliant. I don't get much warming from it but my skin always feels soft and great afterwards,No,1 year ago,Undisclosed,0,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Dry Skin!,"I have very dry skin and for the past 5 years I've used coconut oil and a wash cloth to cleanse my face, because every cleanser I used was too drying! This is the first one that does not strip my face of the good oils. I love that I can cleanse and not have to worry about having a really heavy moisturizer on hand to use afterwards. This cleanser is creamy and smooth, it does not lather much. It does remove make up a bit, but you definitely need the precleanse or some other make up remover for your eye area!",Yes,9 months ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
This is the best!!!,This product is amazing! It is the only thing that helps the dry patches on my cheeks and it also cleans out your pores! It leaves your skin very soft and smooth!!,Yes,7 years ago,Mississippi,1,1,Daily Microfoliant,Dermalogica,3/27/23
Good Scrub,I like the heat-activated component of this foliant. It's a bit textured but does a great job. I use it every other day.,Yes,6 years ago,"Cincinnati, Ohio",0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Amazing product,"This product leaves your skin looking smooth and hydrated . It also has a light scent of cucumber and bamboo. It's convenient for those on a time crunch, as it only takes 5 minutes to work it magic. I received this as complimentary product.",No,2 years ago,Los Angeles,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
I LOVE this product.,I bought the trial size because I have never used this product. I am in love with this microfoliant.,Yes,5 years ago,Chattanooga TN,0,0,Daily Microfoliant,Dermalogica,3/27/23
Exfoliant,Love the feeling of warmth and leaves my skin feeling so smooth!,No,1 year ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
In love,It does not have the best smell (it's not a perfume like or artificial smell though.) This product makes my skin feeling refreshed and new. It truly breaks away small dead skin cells without over drying my skin. I have dry skin and products tend to dry me out but not this product. I use this product almost everyday and at least every other day.,No,5 years ago,"Noblesville, IN",2,0,Daily Microfoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
My skin feels GREAT after use...but I noticed breakouts,"I received a set of dermalogica superfoliant, multi-vitamin power recovery mask and dynamic skin recovery cream from a friend as a gift. I have never used this brand before and as always, felt bit skeptical about it. In any case, I gave it a try. First I used the superfoliant which has terrible smell (not gonna lie) but that's probably b/c it is natural, without all the 'extra chemicals' so I was fine with it. My face felt super smooth and clean. I then applied the multi-vitamin recovery mask which went on smooth but then my face started to burn, really badly so I had to wash it off. I figured, ok - let me apply that recovery cream and then all heck broke loose. My skin was RED and very irritated so had to wash it all off with water which did help. I tried the multi-vitamin recovery mask on its own few other times as well as the dynamic skin recovery and unfortunately not only did it irritate my skin but I noticed break-outs. I don't remember the last time I broke out like this. Bottom line - I've read and heard great things about this brand but it really depends on your skin type and how it may react to the products. Unfortunately it did not work for me. I will finish using the daily superfoliant but probably won't be purchasing add'l one. My suggestion is get a sample and give it a try for few days.",No,4 years ago,Chicago IL,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great buy,I use this product every night before bed and it leaves my face feeling so soft smooth and glowing! I love this stuff! I have combination skin and i was worried that my face would dry out but it does not dry my skin out.,Yes,4 years ago,"Chillicothe, Ohio",0,0,Daily Superfoliant,Dermalogica,3/27/23
It's hydrating,I've used this product a few times and I haven't noticed that it's exfoliating my skin much. I do notice that it's hydrating and leaves my face feeling fresh. I'll continue using this mask especially since with the colder temperatures my face will need the extra moisture,No,2 years ago,"Riverside,Ca",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Great results,"I've only used this a few times but i've seen great results, my skin is so much smoother and feels so much nicer. The one thing I don't particularly like is the smell, but i'm beginning to get used to it, and this isn't a major issue as if it was scented i would be more concerned about using artificial scent ingredients on my face. A good amount of product and I used it alongside the precleanse balm, cleansing gel and the skin smoothing cream which altogether makes a great and effective routine. I received there products for free for testing purposes.",No,5 years ago,London,0,0,Daily Superfoliant,Dermalogica,3/27/23
Amazing product,"This product leaves your skin looking smooth and hydrated . It also has a light scent of cucumber and bamboo. It's convenient for those on a time crunch, as it only takes 5 minutes to work it magic. I received this as complimentary product.",No,2 years ago,Los Angeles,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
"So Far, So Good","Using product to exfoliate a little. So far, so good. Only using every 2 - 3 days. Immediately helped with small blemishes in the lower chin area.",Yes,5 years ago,South Texas,0,0,Daily Superfoliant,Dermalogica,3/27/23
Gentle but effective,"Very nice change to liquid exfoliants. Very gentle on the skin and leaves a glowing, lovely face.",No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Changed my mind about physical scrubs!,This exfoliant has truly changed the game! I am not one for physical exfoliants as they tend to be too harsh for my skin but this has now changed. It is gentle enough to scrub the dead skin off without feeling like my barrier is now stripped. I love that I can add more water to make it less scrubby or add less if I really want a deep scrub. Using this 1x a week to every other based off my skins texture is all I need. Truly such an amazing product!,No,1 year ago,"Philadelphia,PA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Feels great,I love the warm gentle scrub that this product provides. I have used it twice a week for a few feeks now and my skin seems smoother and softer.,Yes,10 years ago,"Bourbonnais, IL",0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Gentle Cleansing,"I love how moisturizing this cleanser is! It never leaves my skin feeling dry or tight. It's much more hydrating than the other cleansers for dry skin that I have tried. I will definitely buy another when my sample runs out! I had not heard of or previously tried this cleanser, but I highly recommend it.",No,4 years ago,"Durham, NC",1,0,Daily Superfoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Buy it!,Works great for all skin types!,No,2 years ago,Richmond Va,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Great product!,I received this as a free sample in￼ an Ulta gift with purchase goodie bag￼ and I'm hooked. I use it for travel when I am only going away for a couple of days and I don't want to pack my Clarisonic in my carry-on. I love that the larger sizes allow for a more environmentally friendly refill. My skin is smooth and even-toned every time I use￼ it.,No,7 months ago,"Traverse City, Michigan",1,0,Daily Superfoliant,Dermalogica,3/27/23
It's hydrating,I've used this product a few times and I haven't noticed that it's exfoliating my skin much. I do notice that it's hydrating and leaves my face feeling fresh. I'll continue using this mask especially since with the colder temperatures my face will need the extra moisture,No,2 years ago,"Riverside,Ca",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Great for acne prone skin?!,"So I use Curology as my main skincare and acne medication. However, shipment has been super slow so I have not had my medication for a week now. Luckily I was able to try out this product, 1st night went well it didn't irritate my skin 'nor did it cause any acne, so I tried it again at night since it says daily uses, and since I don't have medication anymore I thought why not use something that can get rid of any bacteria on my face. It has been a WEEK of me using THIS AND MY SKIN ACTUALLY CLEARED UP. Yes I got acne still BUT THEY WERE TINY, all I did was put a salicylic spot treatment and they were gone the next day. I am so confused since this didn't really anything about acne but ITS ACTUALLY WORKING SO WELL! I will repurchase!",No,1 year ago,89118,2,0,Daily Superfoliant,Dermalogica,3/27/23
best results ever,"You won't believe how good this can make your face feel. Delivers exactly as advertised, made a loyal customer out of me.",No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
